"EID","TARGET"
"61355","0"
"61408","1"
"61507","0"
"61511","1"
"61637","1"
"61918","0"
"62005","0"
"62025","0"
"62112","0"
"62163","0"
"62305","0"
"62352","0"
"62459","0"
"62523","0"
"62627","1"
"62713","0"
"62927","0"
"63079","0"
"63165","1"
"63166","0"
"63293","0"
"63317","0"
"63869","1"
"63882","0"
"64210","1"
"64213","0"
"64510","0"
"64553","0"
"64559","0"
"64745","0"
"64832","0"
"64927","0"
"65184","0"
"65410","0"
"65418","0"
"65593","0"
"65703","0"
"66027","0"
"66040","0"
"66085","1"
"66106","0"
"66401","0"
"66450","0"
"66774","0"
"66861","0"
"66915","0"
"67158","0"
"67246","0"
"67522","0"
"67567","0"
"67615","0"
"67643","1"
"67650","1"
"67707","0"
"67740","0"
"67819","1"
"67897","0"
"67999","0"
"68015","0"
"68229","0"
"68303","1"
"68316","0"
"68354","1"
"68368","0"
"68387","1"
"68590","0"
"68682","0"
"68869","1"
"69033","0"
"69062","0"
"69205","0"
"69287","0"
"69366","1"
"69455","1"
"69523","0"
"69605","0"
"69635","0"
"69678","0"
"69983","0"
"69997","0"
"70002","0"
"70021","0"
"70038","0"
"70061","0"
"70241","1"
"70264","0"
"70331","0"
"70342","0"
"70480","1"
"70539","1"
"70560","0"
"70654","0"
"70723","0"
"70790","0"
"70882","1"
"71593","1"
"71728","0"
"71779","1"
"71818","0"
"71908","0"
"72080","1"
"72082","1"
"72112","0"
"72383","1"
"72384","0"
"72433","0"
"72573","0"
"72677","0"
"72701","1"
"72854","0"
"72870","0"
"72921","0"
"72989","1"
"73033","1"
"73038","0"
"73146","0"
"73293","0"
"73310","0"
"73353","0"
"73369","0"
"73407","1"
"73631","0"
"74128","0"
"74234","0"
"74352","0"
"74483","0"
"74568","0"
"74595","1"
"74634","0"
"74743","1"
"74765","0"
"74866","0"
"74986","0"
"75340","0"
"75407","0"
"75812","1"
"75851","0"
"75930","0"
"76001","1"
"76270","0"
"76397","0"
"76538","1"
"76754","0"
"76777","0"
"76998","0"
"77009","0"
"77026","0"
"77197","0"
"77418","1"
"77528","0"
"77622","0"
"77739","0"
"77756","1"
"77816","0"
"77905","1"
"77918","0"
"77950","0"
"78128","0"
"78396","1"
"78455","0"
"78581","0"
"78735","0"
"78807","0"
"78892","1"
"79247","0"
"79375","0"
"79401","0"
"79486","1"
"79511","0"
"79696","0"
"79850","0"
"80098","0"
"80297","0"
"80365","0"
"80578","0"
"80879","0"
"80901","1"
"81029","0"
"81045","0"
"81071","0"
"81121","0"
"81252","0"
"81278","0"
"81507","0"
"81520","0"
"81524","0"
"81588","0"
"81662","1"
"81775","0"
"82010","0"
"82070","0"
"82077","0"
"82400","0"
"82411","0"
"82654","0"
"82700","1"
"82706","0"
"82906","0"
"83211","1"
"83361","0"
"83391","0"
"83432","0"
"83460","1"
"83817","1"
"83839","1"
"84165","0"
"84411","0"
"84429","0"
"84465","0"
"85210","0"
"85259","0"
"85390","0"
"85408","0"
"85444","1"
"85491","1"
"85511","1"
"85538","0"
"85555","0"
"85556","1"
"85689","0"
"85714","0"
"85803","0"
"85999","1"
"86052","0"
"86151","1"
"86187","0"
"86217","0"
"86261","0"
"86272","0"
"86466","0"
"86522","0"
"86670","1"
"86678","1"
"86805","0"
"86811","0"
"86890","0"
"87261","1"
"87320","0"
"87356","0"
"87377","0"
"87769","1"
"87776","0"
"87881","0"
"87921","1"
"88019","0"
"88260","0"
"88321","1"
"88633","0"
"88984","0"
"88991","0"
"89077","0"
"89364","0"
"89442","0"
"89547","0"
"89669","0"
"89755","0"
"89896","0"
"90096","1"
"90100","0"
"90194","0"
"90257","0"
"90270","0"
"90422","0"
"90485","0"
"90632","0"
"91007","0"
"91163","0"
"91192","0"
"91459","0"
"91463","0"
"91990","0"
"92170","0"
"92197","0"
"92327","0"
"92358","1"
"92470","0"
"92573","0"
"92903","0"
"92936","0"
"93002","0"
"93158","0"
"93174","0"
"93324","1"
"93386","0"
"93515","0"
"93928","0"
"93976","0"
"94411","0"
"94452","1"
"94737","0"
"94748","0"
"94773","0"
"94814","1"
"94948","0"
"94986","0"
"95224","0"
"95322","0"
"95368","0"
"95546","0"
"95665","0"
"95730","0"
"95774","1"
"95889","0"
"96055","0"
"96294","1"
"96298","1"
"96586","0"
"96630","1"
"96711","0"
"96797","0"
"96832","0"
"96919","0"
"96991","0"
"97011","0"
"97134","0"
"97160","1"
"97491","0"
"97560","0"
"97737","0"
"97857","0"
"97870","0"
"97975","0"
"98201","0"
"98226","0"
"98288","0"
"98478","0"
"98608","0"
"98680","0"
"98689","0"
"98830","0"
"98932","0"
"99087","0"
"99357","0"
"99406","0"
"99528","0"
"99546","0"
"99563","0"
"99740","0"
"99898","0"
"99981","0"
"100046","0"
"100234","1"
"100341","0"
"100606","0"
"100627","0"
"100924","0"
"101021","0"
"101063","0"
"101176","0"
"101475","0"
"101708","0"
"102066","0"
"102301","0"
"102361","0"
"102368","1"
"102658","0"
"102690","0"
"102859","0"
"102866","0"
"102929","0"
"102978","0"
"103217","0"
"103381","0"
"103437","0"
"103554","0"
"103735","0"
"103758","0"
"103847","1"
"103952","1"
"103989","0"
"104036","1"
"104038","0"
"104202","0"
"104241","0"
"104336","0"
"104340","0"
"104610","0"
"104655","0"
"104722","0"
"105062","0"
"105146","0"
"105162","0"
"105176","0"
"105237","0"
"105576","0"
"105679","0"
"105795","0"
"105882","0"
"105912","0"
"106149","0"
"106164","0"
"106558","0"
"106659","1"
"106850","1"
"106892","0"
"107073","0"
"107164","0"
"107572","0"
"107691","0"
"107725","1"
"107765","0"
"107964","0"
"107975","0"
"108212","1"
"108249","0"
"108606","0"
"108770","1"
"108815","0"
"109285","0"
"109501","0"
"109702","0"
"109721","0"
"109766","0"
"109834","0"
"109882","0"
"109890","0"
"110171","0"
"110279","1"
"110280","0"
"110304","1"
"110356","0"
"110500","0"
"110645","0"
"110739","0"
"111032","1"
"111093","0"
"111096","0"
"111179","0"
"111202","0"
"111288","0"
"111425","0"
"111433","0"
"111452","0"
"111582","0"
"111909","0"
"111910","0"
"111927","0"
"111990","0"
"112036","0"
"112070","0"
"112075","0"
"112096","0"
"112219","0"
"112364","1"
"112372","0"
"112597","0"
"112818","0"
"113047","0"
"113176","1"
"113272","0"
"113304","0"
"113446","0"
"113499","0"
"113510","0"
"113789","1"
"113907","1"
"114208","0"
"114238","1"
"114507","1"
"114784","0"
"114806","0"
"114898","1"
"114905","0"
"115028","1"
"115123","0"
"115163","0"
"115282","0"
"115330","0"
"115387","0"
"115414","1"
"115547","0"
"115561","0"
"115739","0"
"115769","1"
"115772","0"
"115976","0"
"116226","1"
"116227","0"
"116248","1"
"116253","0"
"116266","0"
"116275","0"
"116336","0"
"116379","1"
"116444","1"
"116688","0"
"116731","0"
"116952","0"
"117121","0"
"117176","0"
"117372","1"
"117499","0"
"117523","0"
"117528","1"
"117603","0"
"117727","0"
"117762","1"
"117790","0"
"117966","0"
"118004","0"
"118808","0"
"119121","0"
"119191","1"
"119238","0"
"119332","0"
"119336","0"
"119409","0"
"119434","0"
"119443","0"
"119453","0"
"119558","0"
"119719","0"
"119791","0"
"119850","0"
"119855","1"
"119864","0"
"120005","0"
"120041","1"
"120093","0"
"120295","0"
"120323","1"
"120442","0"
"120607","0"
"120755","1"
"120870","0"
"120895","0"
"121289","0"
"121394","1"
"121469","1"
"121661","1"
"121730","0"
"121789","1"
"121910","0"
"122210","0"
"122234","0"
"122311","0"
"122405","1"
"122608","0"
"122996","0"
"123001","0"
"123127","0"
"123140","1"
"123447","0"
"123495","0"
"123598","0"
"123811","0"
"123885","0"
"124079","0"
"124323","0"
"124438","1"
"124534","0"
"124827","0"
"124831","1"
"124847","1"
"124957","0"
"125031","0"
"125046","0"
"125050","1"
"125382","0"
"125429","0"
"125512","0"
"125599","0"
"125610","1"
"125639","0"
"125682","0"
"126002","0"
"126076","0"
"126080","0"
"126357","0"
"126372","0"
"126753","0"
"126959","0"
"127056","1"
"127239","0"
"127259","1"
"127531","0"
"127583","0"
"127592","1"
"127625","1"
"127710","0"
"127907","0"
"128012","1"
"128016","0"
"128081","0"
"128145","0"
"128252","0"
"128283","0"
"128383","0"
"128411","1"
"128545","0"
"128621","0"
"128752","0"
"128775","0"
"128942","0"
"128945","0"
"128968","1"
"129046","0"
"129081","1"
"129367","0"
"129405","0"
"129594","1"
"129622","0"
"129820","0"
"129834","0"
"129935","1"
"129991","1"
"130061","0"
"130212","0"
"130421","0"
"130584","0"
"130799","0"
"131013","0"
"131041","0"
"131148","1"
"131216","0"
"131395","0"
"131515","1"
"131852","0"
"132148","1"
"132195","0"
"132352","0"
"132385","0"
"132451","1"
"132669","0"
"132670","0"
"133221","0"
"133231","1"
"133723","0"
"133740","0"
"133811","0"
"133825","0"
"134091","0"
"134153","1"
"134297","0"
"134507","0"
"134567","0"
"134663","0"
"134879","0"
"135110","0"
"135381","1"
"135704","0"
"135790","0"
"135835","0"
"135850","0"
"135881","0"
"135990","0"
"136184","0"
"136282","0"
"136426","0"
"136814","1"
"136878","0"
"136880","0"
"136999","0"
"137167","1"
"137215","1"
"137216","0"
"137458","0"
"137694","0"
"138219","0"
"138248","0"
"138287","0"
"138289","0"
"138315","0"
"138326","1"
"138327","1"
"138427","0"
"138530","1"
"138539","1"
"138553","0"
"138569","0"
"138590","0"
"138641","0"
"138763","0"
"138802","1"
"138826","0"
"139111","0"
"139119","0"
"139230","0"
"139314","1"
"139375","0"
"139508","0"
"139607","0"
"139633","0"
"139994","0"
"140110","0"
"140234","0"
"140342","1"
"140438","0"
"140528","0"
"140585","0"
"140801","0"
"140826","1"
"140878","0"
"140892","0"
"140900","0"
"140914","0"
"141445","0"
"141631","1"
"141696","0"
"141750","0"
"141794","0"
"141894","0"
"141986","1"
"142024","0"
"142239","0"
"142276","0"
"142340","0"
"142584","0"
"143176","0"
"143188","0"
"143311","0"
"143380","0"
"143567","0"
"143668","0"
"143789","0"
"143848","1"
"143881","0"
"143896","0"
"143979","0"
"144240","0"
"144251","0"
"144261","1"
"144600","1"
"144768","0"
"144917","0"
"144967","0"
"145008","0"
"145218","1"
"145279","0"
"145342","0"
"145487","1"
"145565","0"
"145588","1"
"145711","0"
"145878","0"
"146015","0"
"146120","1"
"146131","0"
"146269","0"
"146330","1"
"146489","1"
"146619","0"
"146666","0"
"146682","0"
"146729","0"
"146793","0"
"146834","0"
"146897","0"
"147125","0"
"147159","0"
"147245","1"
"147411","0"
"147421","0"
"147439","0"
"147602","0"
"147649","0"
"147818","1"
"147898","1"
"148017","0"
"148113","0"
"148137","0"
"148169","1"
"148384","0"
"148473","1"
"148489","0"
"148640","0"
"148648","0"
"148669","1"
"148931","0"
"149045","0"
"149332","0"
"149574","0"
"149580","0"
"149734","0"
"149853","0"
"149906","1"
"150181","0"
"150242","1"
"150280","0"
"150375","0"
"150943","1"
"151104","0"
"151139","0"
"151336","0"
"151410","0"
"151411","0"
"151564","0"
"151612","0"
"151685","0"
"151991","1"
"152035","0"
"152123","0"
"152148","0"
"152290","0"
"152369","0"
"152399","0"
"152476","0"
"152482","1"
"152668","0"
"152692","0"
"152827","0"
"152881","0"
"152927","0"
"153345","1"
"153462","0"
"153550","0"
"153745","0"
"153902","0"
"153966","0"
"153982","1"
"153983","1"
"154097","1"
"154205","0"
"154359","0"
"154496","1"
"154545","0"
"154567","0"
"154777","1"
"154867","0"
"155056","1"
"155067","0"
"155076","0"
"155165","0"
"155203","0"
"155281","0"
"155390","0"
"155758","0"
"155940","0"
"156123","0"
"156141","1"
"156346","0"
"156374","0"
"156643","0"
"156818","0"
"156826","0"
"156865","0"
"157165","0"
"157263","0"
"157557","0"
"157588","0"
"157757","0"
"157818","0"
"157839","0"
"157996","1"
"158031","0"
"158128","0"
"158131","0"
"158233","0"
"158278","0"
"158323","0"
"158520","0"
"158686","0"
"158909","0"
"159100","0"
"159197","1"
"159270","0"
"159328","0"
"159387","0"
"159400","0"
"159414","0"
"159586","0"
"159636","0"
"159669","0"
"159876","0"
"159916","1"
"160090","0"
"160200","1"
"160339","0"
"160349","0"
"160432","1"
"160749","0"
"160872","0"
"160986","1"
"160990","0"
"161042","0"
"161043","0"
"161136","0"
"161195","0"
"161252","1"
"161277","0"
"161302","0"
"161422","1"
"161482","0"
"161621","0"
"161741","0"
"161878","0"
"162009","1"
"162059","0"
"162174","0"
"162263","0"
"162437","0"
"162571","0"
"162712","0"
"162804","0"
"162890","0"
"162893","0"
"162930","0"
"162970","0"
"162979","0"
"163040","0"
"163074","0"
"163103","0"
"163191","0"
"163527","0"
"163603","0"
"163980","0"
"164095","0"
"164332","0"
"164474","0"
"164552","0"
"164580","1"
"164621","0"
"164849","1"
"164960","0"
"164985","0"
"165114","1"
"165342","0"
"165429","0"
"165896","0"
"166014","0"
"166084","0"
"166152","0"
"166266","0"
"166277","0"
"166299","0"
"166341","0"
"166397","0"
"166578","0"
"166596","0"
"166613","0"
"166966","1"
"167087","0"
"167153","1"
"167270","0"
"167291","1"
"167413","0"
"167741","0"
"168232","0"
"168339","0"
"168362","0"
"168438","1"
"168457","1"
"168614","0"
"168616","0"
"168764","0"
"168843","1"
"168886","0"
"169035","0"
"169097","0"
"169102","0"
"169231","0"
"169286","0"
"169309","0"
"169339","0"
"169348","0"
"169464","0"
"169522","0"
"169742","0"
"169764","0"
"169853","0"
"169938","1"
"169964","0"
"170095","0"
"170129","0"
"170310","1"
"170359","0"
"170420","1"
"170477","0"
"170489","0"
"170506","0"
"170763","0"
"170799","0"
"170822","0"
"171051","0"
"171065","1"
"171143","1"
"171336","0"
"171381","0"
"171399","0"
"171428","0"
"171679","1"
"171749","0"
"171753","1"
"171822","0"
"171827","0"
"172310","0"
"172488","0"
"172627","1"
"172764","0"
"172800","0"
"172885","0"
"172900","0"
"173165","0"
"173171","0"
"173215","0"
"173264","0"
"173316","0"
"173344","0"
"173397","0"
"173425","0"
"173872","0"
"174051","1"
"174186","0"
"174235","0"
"174356","1"
"174731","1"
"175096","0"
"175103","0"
"175154","0"
"175287","0"
"175575","0"
"175730","1"
"175781","0"
"175792","0"
"176026","0"
"176081","0"
"176101","0"
"176434","0"
"176460","0"
"176461","0"
"176777","1"
"177019","1"
"177194","0"
"177267","0"
"177320","1"
"177328","1"
"177330","0"
"177332","0"
"177352","0"
"177363","0"
"177448","0"
"177545","0"
"177608","1"
"177988","0"
"178082","0"
"178314","0"
"178456","0"
"178714","0"
"178822","0"
"178900","0"
"179036","0"
"179115","0"
"179178","1"
"179264","0"
"179627","0"
"179667","0"
"179769","0"
"179852","0"
"180007","1"
"180031","0"
"180174","0"
"180410","0"
"180551","0"
"180695","1"
"180696","0"
"180769","0"
"180808","1"
"181260","0"
"181339","0"
"181436","1"
"181456","0"
"181704","0"
"181818","0"
"182111","0"
"182115","0"
"182144","1"
"182177","0"
"182274","1"
"182296","0"
"182433","0"
"182502","1"
"182922","0"
"183031","0"
"183221","0"
"183269","1"
"183359","0"
"183379","1"
"183508","0"
"183578","0"
"183671","0"
"183830","0"
"183867","1"
"183958","0"
"183986","1"
"184169","0"
"184232","0"
"184354","0"
"184449","0"
"184551","0"
"184565","0"
"184598","1"
"184647","0"
"184700","1"
"184857","0"
"184889","0"
"185035","0"
"185129","0"
"185155","0"
"185174","0"
"185306","0"
"185385","1"
"185496","1"
"185713","0"
"185717","0"
"185826","1"
"185898","0"
"185938","0"
"185979","0"
"185997","0"
"186040","0"
"186047","0"
"186069","0"
"186083","0"
"186272","0"
"186421","0"
"186563","0"
"186623","0"
"186728","0"
"186741","0"
"186770","0"
"186856","0"
"186887","0"
"187067","1"
"187469","0"
"187501","0"
"187530","0"
"187713","0"
"187799","0"
"187835","0"
"188014","0"
"188099","0"
"188147","1"
"188334","1"
"188338","1"
"188393","0"
"188541","0"
"188543","0"
"188562","1"
"188960","1"
"189213","0"
"189293","0"
"189387","0"
"189536","0"
"189700","0"
"189718","0"
"189763","0"
"189899","0"
"190046","0"
"190184","0"
"190274","0"
"190338","0"
"190340","1"
"190503","0"
"190545","0"
"190569","0"
"190826","0"
"190946","0"
"191001","0"
"191088","0"
"191372","0"
"191393","0"
"191401","0"
"191562","0"
"191588","1"
"191644","0"
"191826","1"
"191878","0"
"192047","1"
"192060","0"
"192140","0"
"192243","0"
"192572","0"
"193014","0"
"193068","0"
"193072","1"
"193252","0"
"193368","1"
"193404","0"
"193410","1"
"193838","0"
"193860","0"
"193878","0"
"193887","0"
"193902","0"
"193942","0"
"193971","0"
"194115","0"
"194260","0"
"194340","0"
"194471","0"
"194500","0"
"194631","1"
"195140","1"
"195210","0"
"195688","0"
"195949","0"
"196022","0"
"196148","0"
"196282","0"
"196375","0"
"196453","1"
"196620","0"
"196734","0"
"196931","0"
"197017","0"
"197228","0"
"197236","0"
"197307","0"
"197390","1"
"197461","1"
"197516","0"
"197760","1"
"197896","0"
"198165","0"
"198247","0"
"198627","0"
"198660","0"
"198721","1"
"198852","1"
"198946","0"
"198976","0"
"199001","1"
"199041","1"
"199120","0"
"199162","0"
"199293","0"
"199345","0"
"199383","0"
"199399","0"
"199443","0"
"199493","0"
"199581","0"
"199593","1"
"199681","0"
"199721","0"
"200003","0"
"200005","0"
"200008","1"
"200114","0"
"200338","0"
"200473","0"
"200726","0"
"200898","0"
"200927","0"
"201223","1"
"201272","0"
"201378","1"
"201857","1"
"201937","0"
"201955","0"
"202382","0"
"202669","0"
"202773","0"
"202899","0"
"202980","1"
"203081","0"
"203215","0"
"203338","0"
"203522","0"
"203590","0"
"203791","0"
"203825","0"
"204094","0"
"204126","0"
"204187","0"
"204189","0"
"204287","1"
"204298","0"
"204451","1"
"204456","0"
"204551","0"
"204726","0"
"204767","0"
"204789","0"
"204949","0"
"204985","0"
"204986","1"
"205146","0"
"205183","0"
"205237","0"
"205357","0"
"205912","0"
"205932","0"
"206016","0"
"206083","0"
"206514","0"
"206582","0"
"206802","0"
"206827","1"
"207026","1"
"207058","0"
"207383","0"
"207775","0"
"207932","1"
"208219","0"
"208267","0"
"208327","0"
"208354","1"
"208393","0"
"208637","1"
"208741","0"
"208790","0"
"208838","0"
"208855","0"
"208871","1"
"209073","0"
"209151","0"
"209166","0"
"209169","0"
"209263","0"
"209530","0"
"209638","1"
"209665","0"
"209856","0"
"209908","0"
"210255","0"
"210263","0"
"210344","1"
"210476","0"
"210480","0"
"210573","0"
"210589","0"
"210699","0"
"210789","0"
"211016","0"
"211081","0"
"211160","0"
"211176","0"
"211187","0"
"211342","0"
"211469","0"
"211640","0"
"211642","0"
"211667","1"
"211671","0"
"211751","0"
"211885","0"
"212006","0"
"212200","1"
"212206","1"
"212209","0"
"212310","1"
"212362","0"
"212439","0"
"212498","0"
"212765","0"
"212835","0"
"212850","0"
"212889","0"
"212895","0"
"212901","0"
"212985","0"
"213029","0"
"213036","0"
"213174","0"
"213401","0"
"213603","0"
"213706","0"
"213941","0"
"213982","0"
"213994","0"
"214014","0"
"214035","0"
"214113","0"
"214360","0"
"214475","0"
"214508","1"
"214510","0"
"214667","0"
"214786","1"
"214921","1"
"214999","0"
"215076","0"
"215104","0"
"215220","0"
"215238","0"
"215305","1"
"215313","0"
"215413","0"
"215459","0"
"215477","0"
"215593","0"
"215636","0"
"216113","0"
"216223","0"
"216228","0"
"216256","1"
"216355","0"
"216365","1"
"216369","0"
"216415","0"
"216497","0"
"216624","1"
"216911","0"
"216953","0"
"217164","0"
"217226","0"
"217317","0"
"217344","0"
"217358","0"
"217431","0"
"217528","0"
"217631","0"
"218259","0"
"218434","0"
"218438","1"
"218584","0"
"218793","1"
"218872","0"
"219073","0"
"219084","0"
"219161","0"
"219293","0"
"219313","0"
"219375","0"
"219499","0"
"219510","0"
"219606","0"
